,TotalSF,OverallQual,GrLivArea,TotalBath,GarageCars,YearBuilt,YearRemodAdd,TotRmsAbvGrd,GarageArea,Fireplaces,MasVnrArea,LotArea,TotalPorchSF,Neighborhood_NridgHt,GarageYrBlt,ExterQual_TA,KitchenQual_TA,FireplaceQu_No,BsmtQual_TA,GarageFinish_Unf,MasVnrType_None,GarageType_Detchd,Foundation_CBlock,HeatingQC_TA,GarageCond_No,GarageQual_No,GarageFinish_No,GarageType_No,BsmtExposure_No,ylogSalePrice
0,14.818293941472561,5,12.81868033342609,1.7304631471189666,1.7304631471189666,1961,1961,3.055641538058108,12.259868090259069,1.0,1.0,21.479372828258366,9.693814389412918,0,1961.0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,
1,16.091209042711313,6,13.943734908279545,1.9822467037532343,1.7304631471189666,1958,1958,3.2596737867230705,10.118180873967548,1.0,7.808145364123843,22.327220387827868,10.888326631702045,0,1958.0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,
2,15.9651912623117,5,14.551272320032993,2.3782017963726023,2.194317637875777,1997,1998,3.2596737867230705,11.179489042314813,1.7304631471189666,1.0,22.196904540765747,9.567309925236039,0,1997.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,
3,15.930787583759244,6,14.504452562475894,2.3782017963726023,2.194317637875777,1998,1998,3.4402683783626364,11.11603509640564,1.7304631471189666,4.858806663498184,20.86544364845073,10.69122459677165,0,1998.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,
4,15.96899481494184,8,13.83362514523021,2.194317637875777,2.194317637875777,1992,1992,3.055641538058108,11.302477323271575,1.0,1.0,18.257254779064006,9.375577002227509,0,1992.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,
5,15.784658257167663,6,14.599321783774354,2.3782017963726023,2.194317637875777,1993,1994,3.4402683783626364,10.951171656935065,1.7304631471189666,1.0,20.874209460485197,9.520649910578081,0,1993.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,
6,15.699914348535659,6,13.614406694149684,2.5409627556327754,2.194317637875777,1992,2007,3.2596737867230705,10.835883259370167,1.0,1.0,19.99101056901641,11.292419534723527,0,1992.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,
7,15.559947353864505,6,14.232222656225796,2.3782017963726023,2.194317637875777,1998,1998,3.4402683783626364,10.67262307917816,1.7304631471189666,1.0,20.190080896339623,7.098626104970387,0,1998.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,
8,16.07028616317055,7,13.970174092588286,2.3782017963726023,2.194317637875777,1990,1990,3.055641538058108,11.302477323271575,1.7304631471189666,1.0,20.943751980449218,9.013883697367243,0,1990.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
9,14.794031435686072,4,12.775113743156053,2.194317637875777,2.194317637875777,1970,1970,2.8203341036428236,11.396380943459565,1.0,1.0,20.189157677365337,9.511219710154148,0,1970.0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,
10,16.19295353614259,7,13.961383438999036,2.5409627556327754,2.194317637875777,1999,1999,3.055641538058108,11.327475030923495,1.7304631471189666,1.0,18.828605296142463,9.789225410028124,0,1999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
11,14.242388126529248,6,13.088558507481578,1.9822467037532343,1.7304631471189666,1971,1971,3.055641538058108,9.72889799237455,1.0,11.292419534723527,14.644922232663886,9.823108115244976,0,1971.0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,
12,14.528875586728695,5,13.374859997919225,1.9822467037532343,1.7304631471189666,1971,1971,3.2596737867230705,10.178050664421775,1.0,11.231351739686414,14.644922232663886,1.0,0,1997.0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,
