Id,SalePrice
1461,114043.79341678011
1462,147376.54722907412
1463,179333.66865261862
1464,185132.48017523083
1465,189341.54951988143
1466,180772.26021138558
1467,168216.60238722197
1468,171542.81736346602
1469,206454.92861482737
1470,109941.15154757579
1471,202991.05952945366
1472,102972.78737603486
1473,96667.27684953187
1474,143438.23257108987
1475,115371.14385352317
1476,342390.1652823794
1477,262908.9517666697
1478,307378.7462113237
1479,291185.8447780708
1480,459513.19989974995
1481,335877.7724336783
1482,242412.0521680165
1483,191275.33023977303
1484,164474.52724192152
1485,193930.92750271966
1486,209593.27975818363
1487,306937.2290789819
1488,249692.6130892519
1489,196605.94423797118
1490,208758.3977833169
1491,209051.72736661654
1492,102854.9590937131
1493,215537.5651803796
1494,286246.36884254654
1495,276216.7786200607
1496,217436.10695855145
1497,189848.1198962878
1498,165405.64950857504
1499,164246.55019142487
1500,153054.93756025317
1501,167904.40982931238
1502,147366.8905769948
1503,261603.33234852253
1504,242654.7554686871
1505,221641.61568455579
1506,188337.8924298952
1507,245259.75550651448
1508,213797.8877482053
1509,151498.99266885556
1510,137879.00520083436
1511,137021.98634224667
1512,165327.26652474367
1513,149012.42688256255
1514,156197.40495508965
1515,193914.069512019
1516,156324.96669598835
1517,173020.626702288
1518,144233.0938853801
1519,217456.72742257745
1520,119514.9839013266
1521,123800.18380547481
1522,178932.54482625242
1523,103966.83371851213
1524,115939.40834309354
1525,109523.93478766651
1526,121208.58642416405
1527,102316.41870882934
1528,141005.74897178888
1529,127897.40744564748
1530,173683.77650008613
1531,114921.85495702377
1532,89865.67447065757
1533,144561.59796945445
1534,131025.05205570743
1535,156799.5814415547
1536,109640.87396990827
1537,82489.89792978353
1538,171991.2365987046
1539,194407.6658399493
1540,125894.88314070243
1541,145443.02995995013
1542,138500.34074160678
1543,184043.05465612313
1544,85202.43761375247
1545,111215.64136271639
1546,131281.541428887
1547,128146.94401820183
1548,124578.2554110396
1549,109820.7076894115
1550,125797.80323650829
1551,121896.32446692119
1552,131271.7567449989
1553,135648.5616786131
1554,117290.55658612099
1555,166022.44626132384
1556,108134.7746415085
1557,106470.8139964026
1558,102473.48502309444
1559,95548.90669829154
1560,139371.88075656854
1561,137050.77797348532
1562,131410.83184666143
1563,116463.24523318624
1564,161876.97031831733
1565,147813.60161874595
1566,250375.67968378915
1567,84806.5171905875
1568,229727.42974852063
1569,146090.16385586682
1570,144856.26590001627
1571,114172.77210714
1572,142331.67818541496
1573,250525.39295343283
1574,150284.87973326686
1575,231912.45083810043
1576,209407.14823227059
1577,185797.38820194983
1578,139188.5864610591
1579,143055.68304896052
1580,201270.8926747152
1581,146966.0475270432
1582,119257.98513795545
1583,292462.0505898153
1584,229320.85992140358
1585,141352.69925881492
1586,68506.51038357132
1587,100407.0116088418
1588,136658.03260017923
1589,110253.95953539448
1590,143599.68277374748
1591,87985.80385752367
1592,137119.94232180266
1593,120411.87323173125
1594,119517.22785962845
1595,120161.43448540066
