Id,SalePrice
1461,115592.61983910485
1462,162791.01000442923
1463,190725.4030973193
1464,204363.84649222667
1465,208128.39019314255
1466,171855.35112514073
1467,183369.42409458736
1468,164480.3505601133
1469,210708.3748365439
1470,114494.05913601776
1471,184804.08585845126
1472,98346.82740561427
1473,95183.75390963785
1474,150311.4811972699
1475,109119.93596351137
1476,353046.9283019278
1477,265709.07760775596
1478,273140.42246885336
1479,282679.89851682045
1480,455942.79220160714
1481,358908.6805102903
1482,229708.66055603806
1483,180585.7676519167
1484,158332.07329380867
1485,191740.5306395051
1486,198910.53790469255
1487,324320.7265284654
1488,235639.1624207894
1489,199927.4034363169
1490,234044.1565902484
1491,189754.14773755564
1492,87821.41958503948
1493,184514.30165442816
1494,292977.23903126945
1495,294989.1582514922
1496,221710.17100523016
1497,184647.44100598394
1498,160862.5259774422
1499,164428.01277269953
1500,162386.59402660464
1501,176322.33337800286
1502,149413.38575806038
1503,339362.6042211966
1504,249636.99521728195
1505,234457.6829759967
1506,198415.78219858414
1507,247000.61291883438
1508,200012.96211613272
1509,163117.98329854276
1510,148302.39336211808
1511,146252.0315189925
1512,175010.7756817251
1513,136260.0393924145
1514,161193.2692413447
1515,197976.7214607612
1516,156433.6253436416
1517,192050.96515027943
1518,139460.62024254343
1519,211888.90529335642
1520,124806.11991530136
1521,130027.57932614481
1522,185501.24848387667
1523,109659.10104839341
1524,123622.43554100665
1525,119147.88212965148
1526,111530.91625254002
1527,100410.88151583441
1528,150240.02514200882
1529,149030.22430378356
1530,193688.74410937502
1531,102838.4886084799
1532,98904.73481650141
1533,140593.59448994198
1534,127930.62317654405
1535,157233.4125821944
1536,112707.57273108933
1537,52733.968219402865
1538,147100.48345389628
1539,178083.84107912838
1540,91539.65653612539
1541,134523.58248965073
1542,133037.98642095248
1543,182774.72612340833
1544,82434.1118047379
1545,110496.05710549964
1546,121514.58557335904
1547,122794.55715564075
1548,134858.1643799215
1549,114559.82477497842
1550,128691.49594226912
1551,111281.66825322899
1552,126835.71483851617
1553,144469.17191500298
1554,115412.06397433206
1555,160371.74849746193
1556,83468.14765339991
1557,104823.0097463017
1558,99270.66308717993
1559,68168.45155814856
1560,133546.79045257592
1561,127234.77419630764
1562,126304.70873649264
1563,116567.46499546632
1564,163331.78620713882
1565,145754.90747130263
1566,254052.33805266928
1567,73610.11030312312
1568,231095.1454891768
1569,122042.25414257559
1570,141689.75647119887
1571,131517.31044130467
1572,150064.94713413276
1573,241672.30166366248
1574,116105.73576888685
1575,225070.26093896723
1576,233373.40124227648
1577,177286.3139938295
1578,148662.63476381905
1579,149554.25672802515
1580,195642.98916092652
1581,163887.7018937359
1582,122774.4792918178
1583,287677.16169252
1584,214279.21153411883
1585,133530.70681493968
1586,65434.91569027051
1587,98323.21175461196
1588,156228.13180539483
1589,100898.35479191208
1590,141438.55483460228
1591,90777.39055571736
1592,120268.15893966178
1593,126624.22134357649
1594,119352.5689910794
1595,99728.32217183126
1596,234824.8614715444
1597,211654.89991342087
1598,241391.63445530538
1599,167343.22928257662
1600,153109.10982317574
1601,59752.062790111064
1602,114009.65335062535
1603,71031.00344311094
1604,262222.8187953197
1605,243553.38658325834
1606,173958.63537210188
1607,187462.61082614397
1608,217438.00522632405
1609,183437.19461834533
1610,151944.71746951056
1611,145307.2263850064
1612,165130.0217217674
1613,170176.41453656176
1614,129299.10991608986
1615,96566.93148835607
1616,77855.56322529355
1617,97785.66038890758
1618,124387.31913188344
1619,141006.85012395598
1620,155640.77592920288
1621,144770.66496112407
1622,140645.12849490007
1623,270254.3153782716
1624,218549.6644844946
1625,115884.84935054732
1626,175006.47611440514
1627,193617.44239232465
1628,288786.85500164493
1629,184241.63530953348
1630,355379.8354505504
1631,247462.01475843333
1632,269197.4574836094
1633,176887.73520447692
1634,193293.6751288675
1635,175879.45761331022
1636,150667.98500213987
1637,201545.07785432364
1638,178648.69436075503
1639,206641.13500351843
1640,266898.7117802585
1641,187160.19779740015
1642,235304.8615351264
1643,214866.72885305155
1644,239972.5629138087
1645,196117.71542144864
1646,156289.85205416882
1647,160636.6541756747
1648,128761.72939943708
1649,137710.13327368352
1650,112167.31929134898
1651,127177.79678696643
1652,98552.9519511739
1653,102123.81926622886
1654,145622.91586494766
1655,129446.43184503689
1656,140654.9561306986
1657,144694.83570933252
1658,143541.53980263273
1659,115108.905135257
1660,153660.0212553445
1661,408917.57331223215
1662,387202.00489826995
1663,348393.1469710091
1664,622237.2541948281
1665,286660.8044579554
1666,338243.304883113
1667,363504.9165969708
1668,313937.0645161097
1669,291599.482617348
1670,320704.24792659224
1671,276650.2405310237
1672,382591.24884618155
1673,302669.69187702774
1674,257619.57497486184
1675,214678.56677040405
1676,214160.07059941252
1677,243901.88085434496
1678,426192.5383326763
1679,381937.6147791109
1680,318860.9820038775
1681,233704.48676437244
1682,324317.99790956324
1683,203137.51446608992
1684,171554.76003447772
1685,169991.353244155
1686,167303.93318520527
1687,166150.5948110018
1688,193798.53656060924
1689,190981.53280578984
1690,195841.1575691622
1691,186121.77573989696
1692,253557.59924702215
1693,162537.69401991682
1694,186063.92327784214
1695,163195.49617883397
1696,272324.1835030542
1697,171183.94563500897
1698,355945.2858389395
1699,293791.24149748863
1700,258842.0641242197
1701,279138.55337235733
1702,238267.37841752663
1703,239315.34881371437
1704,277625.07207938464
1705,237049.55469939264
1706,385199.806398943
1707,215127.3287694792
1708,203207.06247995363
1709,258266.76507438262
1710,223830.041375919
1711,268799.54179670004
1712,265020.27609800344
1713,266658.52835048345
1714,226922.6583276371
1715,212983.95523056012
1716,184349.48348537824
1717,180061.49383982268
1718,140852.0173432104
1719,215119.50078347453
1720,237018.90769050983
1721,167047.08565202003
1722,130858.66256192302
1723,158254.1491476438
1724,203425.9034342066
1725,230466.21271370133
1726,183909.9384407397
1727,157299.98669778355
1728,174633.80237094077
1729,165093.3739114918
1730,169322.42755071225
1731,121500.87962968803
1732,117888.79191909518
1733,110922.40875695538
1734,112804.84664983084
1735,123559.97908259818
1736,106400.0485566311
1737,298377.959086497
1738,262732.7693155454
1739,246312.96872064107
1740,231164.71557502088
1741,198164.92987432008
1742,176593.92337377163
1743,182792.9500163714
1744,290839.0579875646
1745,221093.00223830342
1746,171038.16038662413
1747,210062.59564342312
1748,222320.99609289746
1749,142852.00391252118
1750,125594.51700185235
1751,262531.1702953731
1752,113825.48487147645
1753,154927.50764043527
1754,189291.12133912355
1755,167159.94653317466
1756,126091.9073126735
1757,115879.14956435362
1758,140113.39982493807
1759,160357.45416980571
1760,171852.50167616794
1761,152817.93877164516
1762,170211.77841157612
1763,198425.7492856216
1764,112933.74421139027
1765,171798.27159681238
1766,185678.3750690564
1767,230643.08050543777
1768,141623.21991771366
1769,177871.30277649083
1770,151144.1509201929
1771,123660.88177725115
1772,133781.49775673714
1773,118287.2986229221
1774,156264.7933512683
1775,135721.41181666372
1776,125346.82069592232
1777,104790.48390849616
1778,140246.6501729669
1779,113230.27789796655
1780,173834.51579399
1781,132543.10887733175
1782,81704.29968687326
1783,137777.75800662968
1784,100223.69028409419
1785,119157.56349692799
1786,135965.65824729318
1787,160983.3496361362
1788,54613.33462581687
1789,97505.72391628977
1790,78429.76500727283
1791,189137.88327255772
1792,170304.71561562628
1793,125039.45158241894
1794,155798.0514776421
1795,138604.01769417216
1796,118809.41095759957
1797,110726.0776741643
1798,122712.52382476507
1799,106309.49070819143
1800,126073.29023213263
1801,129799.1003485294
1802,143054.52822139766
1803,148472.23937881694
1804,141462.78964895694
1805,136735.36129207144
1806,135963.64475348062
1807,137131.19097815413
1808,120023.6189326234
1809,113421.3010512349
1810,138355.6336111302
1811,104896.24763382436
1812,94686.32182226924
1813,125881.18043205382
1814,89289.08122805662
1815,51231.58387186371
1816,103066.4878883344
1817,97172.86477425853
1818,139293.00389380957
1819,118818.24561123113
1820,62365.34726128063
1821,110187.91550306491
1822,146405.43528256938
1823,46135.2388853241
1824,131278.5286178822
1825,119368.78799000182
1826,98726.28593777117
1827,97283.05173202399
1828,134031.42363146102
1829,116716.83131418646
1830,142393.6224955239
1831,143390.8179856026
1832,66668.19565653426
1833,136732.81958622637
1834,114719.34462185137
1835,122321.09576931615
1836,130095.30711707698
1837,80381.63599339635
1838,129830.69584346397
1839,91861.0800519632
1840,142595.59410526842
1841,157901.1370019386
1842,88849.03338739273
1843,127225.13381734921
1844,137028.7607530182
1845,141754.45164900407
1846,148712.07232354564
1847,163119.55937645046
1848,43557.32322304945
1849,115424.00047873102
1850,119565.44576475941
1851,157318.4121460343
1852,135295.64251266126
1853,124766.32289719289
1854,169820.14176026278
1855,142926.61719025762
1856,225595.7367426855
1857,140517.00810567508
1858,136548.82763038756
1859,120886.50981741305
1860,142079.43914814564
1861,120101.38493934032
1862,323610.4866686755
1863,298675.353214383
1864,298789.147390993
1865,318730.21640018735
1866,298368.4809481646
1867,212874.5984744319
1868,276168.58493120776
1869,197673.45655772474
1870,212520.42309610732
1871,246117.47442246295
1872,169483.39794469727
1873,242379.17340226832
1874,157308.47125328297
1875,205794.20166375325
1876,206045.37489515735
1877,210551.48745266796
1878,194409.31495740486
1879,125436.15472092656
1880,132115.8261134953
1881,233240.25100411425
1882,243652.697073335
1883,182615.95102542342
1884,200940.00247134178
1885,242578.75449980528
1886,276182.99759583076
1887,213394.38346902616
1888,254528.41042830207
1889,170594.70045704342
1890,118826.17772740046
1891,144146.20071261123
1892,98154.19148093763
1893,126626.13518812813
1894,138708.54526258798
1895,134761.41782890834
1896,132084.52215942479
1897,107019.41647685152
1898,117366.2670080933
1899,170513.00721284366
1900,158941.9361442893
1901,169331.37762448142
1902,157916.1825724098
1903,229553.76545535724
1904,138800.35674674978
1905,217813.11932019016
